ts_0 elapsed_0 pkg_0 pp0_0 dram_0 ts_1 elapsed_1 pkg_1 pp0_1 dram_1 
1335562136.888027 0.010000 18.525713 3.874210 1.449586 1335562136.888085 0.009998 17.413616 4.175605 1.599428 
1335562136.898007 0.009980 15.647197 3.634296 1.772044 1335562136.898075 0.009990 15.689554 3.784922 1.602253 
1335562136.908020 0.010013 17.105576 3.802086 1.446164 1335562136.908077 0.010002 17.631236 4.387595 1.440156 
1335562136.918023 0.010003 16.860330 3.552674 1.745066 1335562136.918081 0.010004 17.609152 4.395806 1.600000 
1335562136.928025 0.010002 16.842507 3.518009 2.425687 1335562136.928079 0.009998 17.633385 4.386217 1.602480 
1335562136.938026 0.010001 16.827330 3.522922 1.759172 1335562136.938083 0.010004 17.360534 4.153289 1.758627 
1335562136.948004 0.009978 17.190127 3.835321 1.614872 1335562136.948074 0.009991 17.734590 4.465720 1.602100 
1335562136.958023 0.010019 17.456345 4.134879 1.608262 1335562136.958083 0.010009 17.354899 4.152736 1.605298 
1335562136.968023 0.010000 16.899125 3.564457 1.615907 1335562136.968083 0.010000 17.399614 4.174809 1.600648 
1335562136.978017 0.009994 17.388616 4.049048 1.592442 1335562136.978072 0.009989 17.411080 4.170227 1.605461 
1335562136.988025 0.010008 16.876289 3.555471 2.370822 1335562136.988083 0.010011 17.377504 4.153469 1.598895 
1335562136.998024 0.009999 17.471470 4.141634 2.050979 1335562136.998078 0.009995 17.428176 4.173847 1.606030 
1335562137.008007 0.009983 17.173863 3.836454 1.606420 1335562137.008074 0.009996 21.151171 7.780566 1.900491 
1335562137.018006 0.009999 17.176947 3.841007 1.611483 1335562137.018086 0.010012 17.473388 4.378635 1.597219 
1335562137.028022 0.010016 17.117448 3.822328 1.610283 1335562137.028080 0.009994 17.405411 4.184932 1.600076 
1335562137.038022 0.010000 17.199723 3.851322 1.599123 1335562137.038077 0.009997 17.415693 4.165419 1.601145 
1335562137.048004 0.009982 17.186204 3.842935 2.036113 1335562137.048074 0.009997 18.200238 4.963701 1.599618 
1335562137.058027 0.010023 17.131113 3.830257 2.157184 1335562137.058082 0.010008 17.371799 4.153131 1.599352 
1335562137.068025 0.009998 17.170955 3.838321 1.604006 1335562137.068083 0.010001 17.414738 4.174411 1.598970 
1335562137.078024 0.009999 16.874794 3.552588 1.613009 1335562137.078085 0.010002 17.376463 4.157231 1.600343 
1335562137.088021 0.009997 16.840258 3.522824 1.611829 1335562137.088082 0.009997 17.411114 4.186788 1.599618 
1335562137.098009 0.009988 15.484783 3.466355 1.455900 1335562137.098070 0.009988 15.715466 3.782589 1.602559 
1335562137.108024 0.010015 16.885969 3.577394 1.586059 1335562137.108080 0.010010 17.584947 4.370323 1.440514 
1335562137.118026 0.010002 16.827251 3.521060 2.038187 1335562137.118084 0.010004 17.590848 4.379028 1.601525 
1335562137.128026 0.010000 16.867082 3.524784 1.759340 1335562137.128081 0.009997 17.637014 4.391319 1.601145 
1335562137.138006 0.009980 16.894814 3.542560 1.773573 1335562137.138076 0.009995 17.403750 4.161634 1.601450 
1335562137.148005 0.009999 16.821383 3.515964 1.609957 1335562137.148074 0.009998 17.349517 4.129820 1.600954 
1335562137.158023 0.010018 17.145767 3.838264 1.611461 1335562137.158081 0.010007 17.404365 4.171924 1.599543 
1335562137.168023 0.010000 17.152421 3.833011 1.600648 1335562137.168081 0.010000 17.407243 4.179386 1.600648 
1335562137.178023 0.010000 16.865556 3.526310 2.143862 1335562137.178080 0.009999 17.399747 4.166051 1.600801 
1335562137.188025 0.010002 16.844032 3.528688 2.160235 1335562137.188083 0.010003 17.392697 4.156736 1.600153 
1335562137.198027 0.010002 16.865391 3.527163 1.606446 1335562137.198083 0.010000 17.384355 4.170231 1.605226 
1335562137.208005 0.009978 17.190127 3.841437 1.613343 1335562137.208073 0.009990 17.918045 4.681511 1.603780 
1335562137.218023 0.010018 17.130536 3.830648 1.609938 1335562137.218081 0.010008 17.387045 4.160755 1.439264 
1335562137.228023 0.010000 16.847245 3.524784 1.609804 1335562137.228080 0.009999 17.401273 4.175207 1.600801 
1335562137.238024 0.010001 17.152311 3.837223 1.586764 1335562137.238081 0.010001 17.425418 4.185091 1.598970 
1335562137.248025 0.010001 17.167569 3.838749 2.155863 1335562137.248082 0.010001 17.405583 4.182039 1.441819 
1335562137.258025 0.010000 16.886918 3.555301 1.602174 1335562137.258083 0.010001 17.381171 4.162205 1.600496 
1335562137.268024 0.009999 17.149479 3.833377 1.614535 1335562137.268083 0.010000 17.396562 4.176335 1.600648 
1335562137.278021 0.009997 15.159742 3.164131 1.448509 1335562137.278079 0.009996 17.429566 4.179554 1.599771 
1335562137.288010 0.009989 19.250257 4.590305 1.619209 1335562137.288068 0.009989 15.723131 3.806669 1.445068 
1335562137.298023 0.010013 15.183961 3.203200 1.587885 1335562137.298084 0.010016 17.589717 4.379910 1.596572 
1335562137.308026 0.010003 16.867957 3.529793 2.257603 1335562137.308082 0.009998 17.627280 4.387743 1.443758 
1335562137.318026 0.010000 17.164628 3.834537 2.322390 1335562137.318081 0.009999 17.622547 4.387324 1.600801 
1335562137.328026 0.010000 16.860978 3.553775 1.611330 1335562137.328084 0.010003 17.401850 4.167413 1.758795 
1335562137.338023 0.009997 16.863153 3.525876 1.614882 1335562137.338078 0.009994 17.417625 4.174245 1.601603 
1335562137.348024 0.010001 16.825804 3.518345 1.614227 1335562137.348081 0.010003 17.404900 4.184193 1.601678 
1335562137.358022 0.009998 16.868773 3.528508 1.604006 1335562137.358080 0.009999 17.410429 4.173681 1.600801 
1335562137.368006 0.009984 17.173751 3.831503 1.542077 1335562137.368073 0.009993 17.691082 4.455600 1.601756 
1335562137.378006 0.010000 16.828935 3.506473 2.270510 1335562137.378083 0.010010 17.664213 4.443492 1.597523 
1335562137.388025 0.010019 16.804512 3.515027 1.603693 1335562137.388085 0.010002 17.422231 4.196896 1.600343 
1335562137.398023 0.009998 16.873352 3.526982 1.611637 1335562137.398082 0.009997 17.423325 4.186788 1.601145 
1335562137.408023 0.010000 16.816727 3.512577 1.611330 1335562137.408084 0.010002 17.385617 4.169436 1.600343 
1335562137.418018 0.009995 16.869424 3.521969 1.610610 1335562137.418079 0.009995 17.435809 4.181480 1.599924 
1335562137.428005 0.009987 17.290649 3.940318 1.588961 1335562137.428077 0.009998 18.123286 4.882222 1.596375 
1335562137.438006 0.010001 17.155363 3.840275 2.152812 1335562137.438082 0.010005 17.703555 4.473167 1.598322 
1335562137.448026 0.010020 17.375497 4.093369 1.595926 1335562137.448087 0.010005 17.375655 4.165094 1.598322 
1335562137.458025 0.009999 17.167791 3.837955 1.611483 1335562137.458083 0.009996 17.411248 4.181081 1.599771 
1335562137.468022 0.009997 16.846363 3.519771 1.448509 1335562137.468077 0.009994 17.419152 4.169665 1.601603 
1335562137.478021 0.009999 16.853430 3.529698 1.611483 1335562137.478077 0.010000 17.387407 4.153446 1.599123 
1335562137.488025 0.010004 15.130601 3.164919 1.438322 1335562137.488081 0.010004 17.732698 4.429361 1.438322 
1335562137.498014 0.009989 16.868797 3.519488 1.923193 1335562137.498082 0.010001 15.551815 3.724319 1.762224 
1335562137.508005 0.009991 16.841141 3.515762 2.164133 1335562137.508055 0.009973 17.654698 4.401817 1.447382 
1335562137.518017 0.010012 16.834806 3.512966 1.600267 1335562137.518074 0.010019 18.568117 5.345644 1.433120 
1335562137.528006 0.009989 17.159033 3.831110 1.597823 1335562137.528076 0.010002 18.384878 5.156492 1.705609 
1335562137.538022 0.010016 17.664366 4.350964 1.598096 1335562137.538081 0.010005 17.680679 4.468592 2.005529 
1335562137.548007 0.009985 18.660554 5.316523 1.595415 1335562137.548074 0.009993 17.431503 4.185332 1.597175 
1335562137.558025 0.010018 18.087056 4.776506 2.695923 1335562137.558076 0.010002 17.335272 4.103835 2.389073 
1335562137.568026 0.010001 16.900565 3.559539 2.715808 1335562137.568083 0.010007 17.383017 4.155151 1.599543 
1335562137.578025 0.009999 16.850378 3.520542 1.939579 1335562137.578080 0.009997 17.406535 4.176103 1.602671 
1335562137.588027 0.010002 16.860814 3.527163 1.612548 1335562137.588086 0.010006 17.412124 4.187571 1.601220 
1335562137.598021 0.009994 17.182499 3.839878 1.610764 1335562137.598076 0.009990 17.406363 4.174411 1.605308 
1335562137.608022 0.010001 16.880730 3.551911 1.449448 1335562137.608078 0.010002 17.381040 4.161808 1.600343 
1335562137.618022 0.010000 16.835038 3.518680 1.588441 1335562137.618080 0.010002 17.397821 4.178589 1.600343 
1335562137.628026 0.010004 16.832793 3.512679 2.260439 1335562137.628084 0.010004 17.421544 4.182269 1.598475 
1335562137.638023 0.009997 16.835679 3.518245 1.943048 1335562137.638081 0.009997 17.391271 4.171524 1.601145 
1335562137.648024 0.010001 16.838010 3.519870 1.609650 1335562137.648081 0.010000 17.414873 4.171757 1.600648 
1335562137.658023 0.009999 17.157109 3.841007 1.609957 1335562137.658079 0.009998 17.369357 4.155765 1.599428 
1335562137.668022 0.009999 15.196166 3.201602 1.611483 1335562137.668080 0.010001 17.426944 4.178988 1.602022 
1335562137.678020 0.009998 16.839776 3.520878 1.446811 1335562137.678077 0.009997 17.406535 4.171524 1.601145 
1335562137.688029 0.010009 16.813701 3.518544 1.696768 1335562137.688086 0.010009 15.673376 3.780758 1.600724 
1335562137.698026 0.009997 16.847889 3.521297 2.158264 1335562137.698084 0.009998 17.641016 4.399952 1.604006 
1335562137.708025 0.009999 17.192208 3.850163 1.764086 1335562137.708082 0.009998 17.642542 4.406057 1.443758 
1335562137.718026 0.010001 17.152311 3.838749 1.614227 1335562137.718085 0.010003 17.613881 4.390123 1.600153 
1335562137.728022 0.009996 16.857129 3.524686 1.613510 1335562137.728078 0.009993 17.462041 4.202128 1.603283 
1335562137.738020 0.009998 16.833671 3.519351 1.614689 1335562137.738078 0.010000 17.405717 4.167179 1.600648 
1335562137.748023 0.010003 17.182191 3.844027 1.589475 1335562137.748079 0.010001 17.416263 4.180514 1.600496 
1335562137.758026 0.010003 16.822195 3.519115 2.149299 1335562137.758083 0.010004 17.398665 4.165491 1.601525 
1335562137.768026 0.010000 16.845719 3.518680 1.600648 1335562137.768086 0.010003 17.397273 4.173515 1.601678 
1335562137.778026 0.010000 16.831986 3.518680 1.614381 1335562137.778087 0.010001 17.407109 4.180514 1.603547 
1335562137.788004 0.009978 17.203890 3.852142 1.611813 1335562137.788078 0.009991 17.728481 4.484047 1.602100 
1335562137.798024 0.010020 16.810527 3.514693 1.609632 1335562137.798085 0.010007 17.366244 4.158201 1.598018 
1335562137.808023 0.009999 17.140323 3.837955 1.432938 1335562137.808078 0.009993 17.422341 4.173116 1.603283 
1335562137.818020 0.009997 17.174529 3.840305 2.033103 1335562137.818078 0.010000 17.387407 4.158024 1.599123 
1335562137.828027 0.010007 17.120747 3.834938 2.049366 1335562137.828087 0.010009 17.382340 4.166456 1.597675 
1335562137.838024 0.009997 16.905891 3.565562 1.607250 1335562137.838084 0.009997 17.406535 4.169998 1.599618 
1335562137.848026 0.010002 17.149150 3.838383 1.611022 1335562137.848081 0.009997 17.383639 4.165419 1.601145 
1335562137.858024 0.009998 17.175534 3.845952 1.611637 1335562137.858083 0.010002 17.396296 4.158757 1.598818 
1335562137.868023 0.009999 15.446434 3.454923 1.605379 1335562137.868080 0.009997 17.383639 4.157787 1.602671 
1335562137.878023 0.010000 16.912858 3.590396 1.586916 1335562137.878079 0.009999 17.390591 4.161473 1.599275 
1335562137.888026 0.010003 16.825245 3.520641 2.106588 1335562137.888085 0.010006 15.684331 3.783454 1.601220 
1335562137.898024 0.009998 17.152641 3.816955 1.600954 1335562137.898081 0.009996 17.409722 4.173448 1.441015 
1335562137.908026 0.010002 16.882172 3.563777 1.772735 1335562137.908083 0.010002 17.626660 4.390646 1.601869 
1335562137.918021 0.009995 16.843471 3.525023 1.616717 1335562137.918080 0.009997 17.611066 4.386740 1.440878 
1335562137.928023 0.010002 17.165932 3.839908 1.614074 1335562137.928081 0.010001 17.413212 4.171359 1.760698 
1335562137.938021 0.009998 17.141958 3.832217 1.593323 1335562137.938075 0.009994 17.423732 4.186459 1.603130 
1335562137.948005 0.009984 17.201261 3.845257 2.150349 1335562137.948073 0.009998 17.714272 4.471682 1.602480 
1335562137.958023 0.010018 17.249340 3.947928 1.932840 1335562137.958080 0.010007 17.407414 4.168874 1.602592 
1335562137.968026 0.010003 17.141005 3.837925 1.609305 1335562137.968087 0.010007 17.396741 4.165825 1.601067 
1335562137.978007 0.009981 17.729451 4.363185 1.612880 1335562137.978077 0.009990 17.404835 4.165247 1.608363 
1335562137.988020 0.010013 16.841945 3.553693 1.610743 1335562137.988077 0.010000 17.388933 4.170231 1.602174 
1335562137.998019 0.009999 17.500465 4.167577 1.602327 1335562137.998077 0.010000 17.439287 4.190067 1.602174 
1335562138.008023 0.010004 16.849571 3.547760 1.920305 1335562138.008081 0.010004 17.378837 4.159390 1.600000 
1335562138.018026 0.010003 16.846601 3.526742 2.159977 1335562138.018084 0.010003 17.398799 4.161312 1.600153 
1335562138.028026 0.010000 16.821305 3.512577 1.603700 1335562138.028083 0.009999 17.415008 4.176733 1.599275 
1335562138.038024 0.009998 16.833671 3.519351 1.614689 1335562138.038082 0.009999 17.418060 4.179785 1.599275 
1335562138.048004 0.009980 16.855061 3.518096 1.609976 1335562138.048075 0.009993 17.817817 4.574701 1.600229 
1335562138.058020 0.010016 17.103737 3.826898 1.448798 1335562138.058075 0.010000 17.390458 4.164128 1.599123 
1335562138.068020 0.010000 15.177932 3.529361 1.588441 1335562138.068077 0.010002 17.406975 4.169436 1.600343 
1335562138.078024 0.010004 16.840419 3.166444 2.422116 1335562138.078081 0.010004 15.667493 3.768923 1.600000 
1335562138.088029 0.010005 17.107235 3.791440 1.441235 1335562138.088087 0.010006 17.617995 4.388868 1.758292 
1335562138.098026 0.009997 16.889101 3.559456 1.613356 1335562138.098083 0.009996 17.649382 4.405476 1.441015 
1335562138.108023 0.009997 17.169950 3.840305 1.772096 1335562138.108082 0.009999 17.613391 4.378168 1.602327 
1335562138.118023 0.010000 17.160051 3.834537 1.615907 1335562138.118082 0.010000 17.439287 4.196171 1.600648 
1335562138.128023 0.010000 17.163102 3.834537 1.599123 1335562138.128078 0.009996 17.399036 4.168869 1.601298 
1335562138.138023 0.010000 16.867082 3.553775 1.921083 1335562138.138078 0.010000 17.434709 4.188542 1.602174 
1335562138.148026 0.010003 16.820669 3.508437 2.047097 1335562138.148084 0.010006 17.401449 4.175372 1.599695 
1335562138.158024 0.009998 17.151115 3.829164 1.608585 1335562138.158081 0.009997 17.412640 4.182208 1.604197 
1335562138.168026 0.010002 17.135420 3.824653 1.614074 1335562138.168093 0.010012 17.406330 4.186603 1.598743 
1335562138.178021 0.009995 16.844998 3.518916 1.610610 1335562138.178079 0.009986 17.428708 4.199026 1.604431 
1335562138.188022 0.010001 16.818175 3.513767 1.609650 1335562138.188080 0.010001 17.411686 4.165256 1.600496 
1335562138.198023 0.010001 16.844113 3.519870 1.586764 1335562138.198081 0.010001 17.404058 4.178988 1.600496 
1335562138.208026 0.010003 17.142530 3.825722 2.155401 1335562138.208086 0.010005 17.401582 4.166619 1.598322 
1335562138.218027 0.010001 16.839536 3.522922 1.600496 1335562138.218083 0.009997 17.371429 4.153208 1.599618 
1335562138.228026 0.009999 17.175421 3.841007 1.613009 1335562138.228083 0.010000 17.405717 4.170231 1.599123 
1335562138.238023 0.009997 16.878416 3.550298 1.611829 1335562138.238078 0.009995 17.391537 4.161634 1.599924 
1335562138.248022 0.009999 16.829014 3.512912 1.611483 1335562138.248077 0.009999 17.352440 4.149264 1.600801 
1335562138.258023 0.010001 15.182588 3.178106 1.431139 1335562138.258083 0.010006 17.390774 4.157072 1.599695 
1335562138.268024 0.010001 17.140105 4.191194 2.146709 1335562138.268081 0.009998 17.416669 4.178657 1.600954 
1335562138.278025 0.010001 16.865473 3.172003 2.050588 1335562138.278084 0.010003 15.687291 3.784536 1.600153 
1335562138.288029 0.010004 17.174452 3.861964 1.607626 1335562138.288086 0.010002 17.672427 4.453195 1.598818 
1335562138.298021 0.009992 16.894510 3.561240 1.772984 1335562138.298077 0.009991 17.662809 4.412266 1.602100 
1335562138.308023 0.010002 16.848609 3.522586 1.612548 1335562138.308080 0.010003 17.613881 4.405377 1.601678 
1335562138.318022 0.009999 16.830540 3.517490 1.603853 1335562138.318082 0.010002 17.443589 4.192320 1.601869 
1335562138.328023 0.010001 16.833433 3.522922 1.920900 1335562138.328080 0.009998 17.439561 4.201550 1.600954 
1335562138.338026 0.010003 16.835923 3.517590 2.156926 1335562138.338086 0.010006 17.398399 4.172322 1.599695 
1335562138.348024 0.009998 16.859616 3.523930 1.604006 1335562138.348081 0.009995 17.400697 4.173847 1.602977 
1335562138.358024 0.010000 16.848771 3.520206 1.614381 1335562138.358080 0.009999 17.410429 4.170629 1.600801 
1335562138.368006 0.009982 16.877424 3.523455 1.609630 1335562138.368078 0.009998 17.700537 4.462525 1.600954 
1335562138.378006 0.010000 16.850297 3.524784 1.615907 1335562138.378077 0.009999 17.685114 4.452944 1.603853 
1335562138.388024 0.010018 17.132059 3.826079 1.584045 1335562138.388080 0.010003 17.382019 4.153685 1.600153 
1335562138.398027 0.010003 17.154734 3.831824 2.487940 1335562138.398083 0.010003 17.406426 4.170464 1.600153 
1335562138.408006 0.009979 17.196129 3.851774 1.599427 1335562138.408074 0.009991 17.974371 4.742155 1.600573 
1335562138.418026 0.010020 17.102910 3.822305 1.608109 1335562138.418080 0.010006 17.377049 4.173847 1.598170 
1335562138.428009 0.009983 17.245701 3.899121 1.607948 1335562138.428078 0.009998 17.729534 4.482366 1.597902 
1335562138.438023 0.010014 16.802248 3.512214 1.609066 1335562138.438081 0.010003 17.398799 4.171990 1.600153 
1335562138.448023 0.010000 16.862504 3.526310 1.593019 1335562138.448079 0.009998 17.415142 4.183236 1.600954 
1335562138.458020 0.009997 16.853995 3.519771 2.255950 1335562138.458078 0.009999 17.410429 4.176733 1.600801 
1335562138.468025 0.010005 17.157564 3.838719 2.164141 1335562138.468083 0.010005 17.390906 4.162044 1.599847 
1335562138.478024 0.009999 15.481533 3.486969 1.446673 1335562138.478088 0.010005 15.694977 3.791440 1.439710 
1335562138.488026 0.010002 17.117113 3.803294 1.615599 1335562138.488083 0.009995 19.403654 4.833357 1.601450 
1335562138.498021 0.009995 17.173226 3.837985 1.775488 1335562138.498078 0.009995 15.655742 3.744860 1.601450 
1335562138.508022 0.010001 16.897514 3.559539 1.609650 1335562138.508078 0.010000 17.617815 4.382328 1.602174 
1335562138.518023 0.010001 16.853267 3.521396 1.586764 1335562138.518078 0.010000 17.395036 4.170231 1.600648 
1335562138.528023 0.010000 16.845719 3.518680 2.265932 1335562138.528081 0.010003 17.414053 4.175041 1.600153 
1335562138.538025 0.010002 17.158304 3.833806 1.601869 1335562138.538083 0.010002 17.391719 4.169436 1.601869 
1335562138.548020 0.009995 17.339631 4.013549 1.610610 1335562138.548075 0.009992 17.422892 4.172087 1.601947 
1335562138.558021 0.010001 17.314039 4.005054 1.611176 1335562138.558071 0.009996 17.395983 4.159710 1.602824 
1335562138.568022 0.010001 16.882256 3.548859 1.620330 1335562138.568080 0.010009 17.382340 4.163407 1.599200 
1335562138.578020 0.009998 17.163324 3.836795 1.588744 1335562138.578078 0.009998 17.419721 4.183236 1.602480 
1335562138.588026 0.010006 16.814335 3.513534 2.371331 1335562138.588084 0.010006 17.392299 4.157072 1.599695 
1335562138.598026 0.010000 17.152421 3.831486 2.053835 1335562138.598082 0.009998 17.383093 4.160343 1.602480 
1335562138.608027 0.010001 17.176723 3.835697 1.609650 1335562138.608084 0.010002 17.420705 4.178589 1.598818 
1335562138.618020 0.009993 17.164289 3.840244 1.610918 1335562138.618075 0.009991 17.397065 4.163322 1.600573 
1335562138.628023 0.010003 17.154734 3.831824 1.613881 1335562138.628081 0.010006 17.373999 4.158597 1.598170 
1335562138.638020 0.009997 16.922681 3.568614 1.602671 1335562138.638076 0.009995 17.409856 4.164687 1.602977 
1335562138.648021 0.010001 16.799866 3.472573 1.809522 1335562138.648083 0.010007 17.375393 4.158201 1.599543 
1335562138.658024 0.010003 16.822195 3.516064 2.047097 1335562138.658081 0.009998 17.390724 4.164922 1.600954 
1335562138.668027 0.010003 15.447802 3.448947 1.443036 1335562138.668083 0.010002 15.698315 3.783462 1.598818 
1335562138.678027 0.010000 16.903703 3.582767 1.614381 1335562138.678084 0.010001 19.410399 4.819796 1.440294 
1335562138.688022 0.009995 16.867898 3.528076 1.613663 1335562138.688079 0.009995 15.612996 3.741806 1.601450 
1335562138.698021 0.009999 16.854956 3.526646 1.773242 1335562138.698077 0.009998 17.624228 4.384691 1.600954 
1335562138.708022 0.010001 16.836484 3.522922 1.588290 1335562138.708082 0.010005 17.395482 4.168144 1.599847 
1335562138.718026 0.010004 17.148522 3.836034 2.037750 1335562138.718086 0.010004 17.368160 4.153289 1.600000 
1335562138.728026 0.010000 16.886918 3.556827 1.600648 1335562138.728083 0.009997 17.412640 4.165419 1.602671 
1335562138.738024 0.009998 16.859616 3.522404 1.613163 1335562138.738081 0.009998 17.428878 4.195445 1.600954 
1335562138.748022 0.009998 17.149589 3.835269 1.614689 1335562138.748077 0.009996 17.400563 4.161236 1.604351 
1335562138.758024 0.010002 16.897428 3.560726 1.614074 1335562138.758082 0.010005 17.358879 4.139167 1.599847 
1335562138.768020 0.009996 16.854076 3.529266 1.596718 1335562138.768077 0.009995 17.420543 4.167740 1.601450 
1335562138.778022 0.010002 16.833353 3.518009 1.920717 1335562138.778081 0.010004 17.398665 4.157865 1.601525 
1335562138.788017 0.009995 16.869424 3.531129 2.050284 1335562138.788074 0.009993 17.965930 4.722813 1.759030 
1335562138.798026 0.010009 16.822848 3.512446 1.605298 1335562138.798081 0.010007 17.363195 4.147527 1.599543 
1335562138.808026 0.010000 16.825883 3.517154 1.611330 1335562138.808084 0.010003 17.409477 4.161312 1.598627 
1335562138.818023 0.009997 17.173003 3.841832 1.611829 1335562138.818082 0.009998 17.376988 4.151186 1.599428 
1335562138.828022 0.009999 17.135745 3.825747 1.605379 1335562138.828080 0.009998 17.419721 4.169500 1.600954 
1335562138.838023 0.010001 17.176723 3.847903 1.586764 1335562138.838080 0.010000 17.402666 4.162602 1.599123 
1335562138.848024 0.010001 15.190216 3.200992 2.268768 1335562138.848083 0.010003 17.391172 4.158261 1.600153 
1335562138.858006 0.009982 16.871310 3.524983 1.601987 1335562138.858074 0.009991 17.290156 4.053359 1.440210 
1335562138.868006 0.010000 16.851823 3.532413 1.446535 1335562138.868078 0.010004 15.669018 3.733842 1.760153 
1335562138.878007 0.010001 17.332348 3.852481 1.772904 1335562138.878078 0.010000 17.634599 4.393010 1.600648 
1335562138.888017 0.010010 16.838014 3.681315 1.925259 1335562138.888074 0.009996 17.628011 4.390211 1.601298 
1335562138.898018 0.010001 16.866999 3.561065 1.750018 1335562138.898073 0.009999 17.396695 4.162999 1.759508 
1335562138.908023 0.010005 16.844915 3.526070 2.479840 1335562138.908093 0.010020 17.361791 4.145145 1.598972 
1335562138.918026 0.010003 16.832873 3.517590 2.050148 1335562138.918084 0.009991 17.430665 4.178594 1.602100 
1335562138.928027 0.010001 17.144683 3.834172 1.609650 1335562138.928081 0.009997 17.401956 4.182208 1.601145 
1335562138.938023 0.009996 17.168535 3.834566 1.616563 1335562138.938078 0.009997 17.398903 4.162366 1.601145 
1335562138.948005 0.009982 16.892710 3.552498 1.612687 1335562138.948075 0.009997 17.698068 4.460005 1.601145 
1335562138.958022 0.010017 17.213310 3.913362 1.602513 1335562138.958080 0.010005 17.354304 4.146792 1.599847 
1335562138.968022 0.010000 16.886918 3.556827 1.809694 1335562138.968080 0.010000 17.402666 4.171757 1.602174 
1335562138.978007 0.009985 17.427316 4.084814 2.387011 1335562138.978071 0.009991 17.438301 4.180122 1.606682 
1335562138.988024 0.010017 16.861427 3.544723 1.600990 1335562138.988080 0.010009 17.374717 4.158834 1.597675 
1335562138.998022 0.009998 17.644068 4.334327 1.611637 1335562138.998078 0.009998 17.402933 4.177131 1.599428 
1335562139.008022 0.010000 16.891496 3.556827 1.608278 1335562139.008072 0.009994 17.400830 4.172718 1.601603 
1335562139.018020 0.009998 16.819936 3.511721 1.610111 1335562139.018077 0.010005 17.372605 4.148318 1.599847 
1335562139.028022 0.010002 16.860814 3.530214 1.586613 1335562139.028077 0.010000 17.411821 4.164128 1.600648 
1335562139.038026 0.010004 16.819066 3.514204 2.152145 1335562139.038082 0.010005 17.389381 4.175770 1.599847 
1335562139.048004 0.009978 17.214595 3.850613 1.442068 1335562139.048073 0.009991 16.135545 4.201503 1.603627 
1335562139.058032 0.010028 16.794294 3.505849 1.606847 1335562139.058089 0.010016 19.431564 4.821709 1.441181 
1335562139.068022 0.009990 15.161070 3.172430 1.616000 1335562139.068080 0.009991 15.576566 3.735688 1.763990 
1335562139.078023 0.010001 17.178249 3.843326 1.614227 1335562139.078079 0.009999 17.630177 4.398007 1.442094 
1335562139.088022 0.009999 16.882424 3.558692 1.597749 1335562139.088077 0.009998 17.625754 4.389269 1.600954 
1335562139.098023 0.010001 16.842587 3.522922 2.079577 1335562139.098081 0.010004 17.383413 4.168541 1.601525 
1335562139.108025 0.010002 17.149150 3.833806 2.047341 1335562139.108079 0.009998 17.419721 4.172553 1.600954 
1335562139.118024 0.009999 16.851904 3.528172 1.608431 1335562139.118079 0.010000 17.416398 4.182438 1.602174 
1335562139.128025 0.010001 16.844113 3.524448 1.615753 1335562139.128082 0.010003 17.397273 4.171990 1.603203 
1335562139.138023 0.009998 16.850459 3.522404 1.613163 1335562139.138079 0.009997 17.400429 4.168471 1.442404 
1335562139.148024 0.010001 16.827330 3.521396 1.609650 1335562139.148079 0.010000 17.372148 4.154972 1.602174 
1335562139.158021 0.009997 16.844837 3.522824 1.587408 1335562139.158077 0.009998 17.395302 4.152713 1.600954 
1335562139.168026 0.010005 16.844915 3.524545 2.154990 1335562139.168083 0.010006 17.386199 4.163172 1.599695 
1335562139.178025 0.009999 16.829014 3.519016 1.600801 1335562139.178082 0.009999 17.375331 4.155369 1.603853 
1335562139.188026 0.010001 17.161466 3.838749 1.611176 1335562139.188085 0.010003 17.407951 4.170464 1.598627 
1335562139.198023 0.009997 16.875364 3.556404 1.611829 1335562139.198079 0.009994 17.393196 4.162031 1.601603 
1335562139.208022 0.009999 17.169317 3.837955 1.611483 1335562139.208079 0.010000 17.393510 4.165653 1.599123 
1335562139.218024 0.010002 16.824200 3.518009 1.589664 1335562139.218080 0.010001 17.375069 4.149999 1.600496 
1335562139.228024 0.010000 16.865556 3.526310 2.261355 1335562139.228081 0.010001 17.394903 4.165256 1.600496 
1335562139.238024 0.010000 15.165725 3.172305 1.940920 1335562139.238081 0.010000 17.405717 4.162602 1.599123 
1335562139.248025 0.010001 18.530050 3.875367 1.447922 1335562139.248079 0.009998 17.395302 4.163396 1.599428 
1335562139.258026 0.010001 15.153599 3.173529 1.614227 1335562139.258083 0.010004 17.392564 4.162440 1.441373 
1335562139.268023 0.009997 16.867732 3.527403 1.613356 1335562139.268080 0.009997 15.649702 3.756356 1.602671 
1335562139.278020 0.009997 16.857047 3.527403 1.605724 1335562139.278079 0.009999 17.636281 4.396481 1.602327 
1335562139.288028 0.010008 17.153775 3.845153 1.696929 1335562139.288084 0.010005 17.926222 4.698885 1.598322 
1335562139.298026 0.009998 16.900823 3.559032 2.158006 1335562139.298086 0.010002 17.390193 4.158757 1.759005 
1335562139.308025 0.009999 16.853430 3.526646 1.603853 1335562139.308082 0.009996 17.389877 4.156657 1.602824 
1335562139.318026 0.010001 16.848690 3.524448 1.614227 1335562139.318084 0.010002 17.403924 4.161808 1.600343 
