freq nodes cores pkg-clamp-0 pkg-clamp-1 dram-clamp-0 dram-clamp-1 avg-time avg-pkg-0 avg-pp0-0 avg-dram-0 avg-pkg-1 avg-pp0-1 avg-dram-1 tot-pkg-0 tot-pp0-0 tot-dram-0 tot-pkg-1 tot-pp0-1 tot-dram-1
 2600.000 16 64 65.000000 65.000000 0.000000 0.000000 36.13749375 64.56231109375 49.976901625 10.4018415625 64.5562861875 50.05863675 10.0879605625 2065.993955 1599.260852 332.85893 2065.801158 1601.876376 322.814738 
 2600.000 16 128 95.000000 95.000000 0.000000 0.000000 20.4207041875 76.12165496875 61.552737453125 9.976722390625 75.297516828125 60.756013484375 9.934033453125 4871.785918 3939.375197 638.510233 4819.041077 3888.384863 635.778141 
 2600.000 16 256 80.000000 80.000000 0.000000 0.000000 41.5752639375 38.218859625 24.3948805625 7.430897625 37.6553586875 23.919584 7.1060904375 611.501754 390.318089 118.894362 602.485739 382.713344 113.697447 
 2600.000 16 64 51.000000 51.000000 0.000000 0.000000 24.26700696875 50.6204199375 36.285816890625 9.488598375 50.621328546875 36.30072303125 9.4793538125 3239.706876 2322.292281 607.270296 3239.765027 2323.246274 606.678644 
 2600.000 16 128 65.000000 65.000000 0.000000 0.000000 25.28691921875 50.9551498125 36.815887125 8.7685733125 50.49987021875 36.4091953125 8.316142 1630.564794 1178.108388 280.594346 1615.995847 1165.09425 266.116544 
 2600.000 16 256 65.000000 65.000000 0.000000 0.000000 22.052344765625 64.4461754375 49.9850445625 9.759200765625 64.44504153125 50.008153765625 9.70279334375 4124.555228 3199.042852 624.588849 4124.482658 3200.521841 620.978774 
 2600.000 16 64 51.000000 51.000000 0.000000 0.000000 40.37899078125 50.7430013125 36.31495328125 10.00101371875 50.74171071875 36.39130590625 9.69917246875 1623.776042 1162.078505 320.032439 1623.734743 1164.521789 310.373519 
 2600.000 16 128 65.000000 65.000000 0.000000 0.000000 66.7306346875 64.6189563125 49.8979154375 11.0579190625 64.618589625 49.9857595625 10.64722725 1033.903301 798.366647 176.926705 1033.897434 799.772153 170.355636 
 2600.000 16 256 51.000000 51.000000 0.000000 0.000000 33.605954109375 50.653443671875 36.867238640625 7.246631875 50.651167921875 36.890447296875 6.155978234375 6483.64079 4719.006546 927.56888 6483.349494 4721.977254 787.965214 
 2600.000 16 64 80.000000 80.000000 0.000000 0.000000 89.400516125 51.917816 37.620616625 9.27187 51.2275015 36.99157825 8.737279375 415.342528 300.964933 74.17496 409.820012 295.932626 69.898235 
 2600.000 16 128 95.000000 95.000000 0.000000 0.000000 20.215644125 76.17639171875 61.59577240625 10.02827425 75.369139109375 60.81425375 10.020119125 4875.28907 3942.129434 641.809552 4823.624903 3892.11224 641.287624 
 2600.000 16 256 80.000000 80.000000 0.000000 0.000000 13.95799659375 53.515631171875 39.386430296875 8.60005325 53.10530690625 38.96962053125 8.5829264375 3425.000395 2520.731539 550.403408 3398.739642 2494.055714 549.307292 
 2600.000 16 64 95.000000 95.000000 0.000000 0.000000 21.48434809375 37.87445128125 24.11592809375 7.07587040625 37.42284821875 23.72116121875 6.880656125 1211.982441 771.709699 226.427853 1197.531143 759.077159 220.180996 
 2600.000 16 128 95.000000 95.000000 0.000000 0.000000 25.28159059375 51.035224875 36.892960125 8.76171640625 50.55747696875 36.46551921875 8.32185384375 1633.127196 1180.574724 280.374925 1617.839263 1166.896615 266.299323 
 2600.000 16 256 80.000000 80.000000 0.000000 0.000000 48.1014706875 51.2648805 37.0346320625 9.033824875 50.8187865 36.67232575 8.673093 820.238088 592.554113 144.541198 813.100584 586.757212 138.769488 
 2600.000 16 64 80.000000 80.000000 0.000000 0.000000 13.964276359375 53.5074910625 39.3785086875 8.598181328125 53.111469890625 38.976533859375 8.579948640625 3424.479428 2520.224556 550.283605 3399.134073 2494.498167 549.116713 
 2600.000 16 128 51.000000 51.000000 0.000000 0.000000 24.342120890625 50.618320203125 36.286102625 9.478661375 50.615171296875 36.297639078125 9.454801828125 3239.572493 2322.310568 606.634328 3239.370963 2323.048901 605.107317 
 2600.000 16 256 65.000000 65.000000 0.000000 0.000000 41.62288175 38.205629125 24.3873731875 7.4336479375 37.5927033125 23.860901625 7.1027386875 611.290066 390.197971 118.938367 601.483253 381.774426 113.643819 
 2600.000 16 64 65.000000 65.000000 0.000000 0.000000 66.73967775 64.6262074375 49.8994740625 11.098193875 64.625719375 49.9932020625 10.6277505 1034.019319 798.391585 177.571102 1034.01151 799.891233 170.044008 
 2600.000 16 128 51.000000 51.000000 0.000000 0.000000 80.810209375 38.146939 24.312023375 7.203892375 37.812012 24.07227825 6.94962625 305.175512 194.496187 57.631139 302.496096 192.578226 55.59701 
 2600.000 16 256 95.000000 95.000000 0.000000 0.000000 155.27378875 38.54192075 24.7200755 7.62567725 37.9164285 24.16406475 7.33525425 154.167683 98.880302 30.502709 151.665714 96.656259 29.341017 
 2600.000 16 64 51.000000 51.000000 0.000000 0.000000 24.33180275 50.62407140625 36.29239978125 9.480581203125 50.62469496875 36.306364015625 9.455324015625 3239.94057 2322.713586 606.757197 3239.980478 2323.607297 605.140737 
 2600.000 16 128 65.000000 65.000000 0.000000 0.000000 25.286604125 50.9765328125 36.836104625 8.7730825 50.52749496875 36.437689 8.3085139375 1631.24905 1178.755348 280.73864 1616.879839 1166.006048 265.872446 
 2600.000 16 256 95.000000 95.000000 0.000000 0.000000 28.792340828125 70.693523671875 56.788121 7.436410796875 70.3399631171875 56.46767140625 6.379348421875 9048.77103 7268.879488 951.860582 9003.515279 7227.86194 816.556598 
 2600.000 16 64 80.000000 80.000000 0.000000 0.000000 21.245660875 37.94145671875 24.177168 7.09198809375 37.445078 23.73541390625 6.9399378125 1214.126615 773.669376 226.943619 1198.242496 759.533245 222.07801 
 2600.000 16 128 51.000000 51.000000 0.000000 0.000000 14.66417525 50.156692859375 36.073798125 8.481982328125 50.120751171875 36.034423359375 8.393417265625 3210.028343 2308.72308 542.846869 3207.728075 2306.203095 537.178705 
 2600.000 16 256 95.000000 95.000000 0.000000 0.000000 28.8047697578125 70.7084978203125 56.803172109375 7.4331236328125 70.3462251796875 56.47477375 6.372377296875 9050.687721 7270.80603 951.439825 9004.316823 7228.77104 815.664294 
 2600.000 16 64 80.000000 80.000000 0.000000 0.000000 155.44797725 38.5028545 24.67965525 7.6126035 37.86695575 24.10884725 7.343649 154.011418 98.718621 30.450414 151.467823 96.435389 29.374596 
 2600.000 16 128 80.000000 80.000000 0.000000 0.000000 48.3368235 51.232423125 37.0091125 9.0093115 50.801521875 36.66005525 8.6566906875 819.71877 592.1458 144.148984 812.82435 586.560884 138.507051 
 2600.000 16 256 65.000000 65.000000 0.000000 0.000000 21.27387653125 37.87459953125 24.112631125 7.09196371875 37.399035875 23.68879415625 6.937934875 1211.987185 771.604196 226.942839 1196.769148 758.041413 222.013916 
 2600.000 16 64 65.000000 65.000000 0.000000 0.000000 81.009028875 38.227821375 24.387310625 7.2062455 37.888576375 24.150927 6.938961 305.822571 195.098485 57.649964 303.108611 193.207416 55.511688 
 2600.000 16 128 80.000000 80.000000 0.000000 0.000000 33.1986145625 75.274973125 60.5601728125 10.71523246875 74.7272298125 60.1135179375 10.32649159375 2408.79914 1937.92553 342.887439 2391.271354 1923.632574 330.447731 
 2600.000 16 256 51.000000 51.000000 0.000000 0.000000 25.9367765625 49.45590571875 35.33932965625 8.71255190625 49.1849485 35.11711078125 8.264149875 1582.588983 1130.858549 278.801661 1573.918352 1123.747545 264.452796 
 2600.000 16 64 51.000000 51.000000 0.000000 0.000000 26.03157025 49.43731475 35.32347328125 8.70038215625 49.1703075 35.1056136875 8.25681196875 1581.994072 1130.351145 278.412229 1573.44984 1123.379638 264.217983 
 2600.000 16 128 95.000000 95.000000 0.000000 0.000000 21.47331653125 37.896854875 24.13681653125 7.0732038125 37.42559603125 23.72381671875 6.89274434375 1212.699356 772.378129 226.342522 1197.619073 759.162135 220.567819 
 2600.000 16 256 80.000000 80.000000 0.000000 0.000000 41.579552875 38.2297148125 24.4104928125 7.4357758125 37.6749145625 23.9439430625 7.1039173125 611.675437 390.567885 118.972413 602.798633 383.103089 113.662677 
 2600.000 16 64 95.000000 95.000000 0.000000 0.000000 58.683048 77.829766375 62.8939399375 11.6660946875 76.9431324375 62.11134175 11.2459093125 1245.276262 1006.303039 186.657515 1231.090119 993.781468 179.934549 
 2600.000 16 128 80.000000 80.000000 0.000000 0.000000 28.6303219140625 70.68353803125 56.773849921875 7.4492063828125 70.3147095859375 56.4387558984375 6.3918188671875 9047.492868 7267.05279 953.498417 9000.282827 7224.160755 818.152815 
 2600.000 16 256 80.000000 80.000000 0.000000 0.000000 155.2475915 38.5249555 24.69770925 7.6120875 37.8709635 24.11099375 7.34362525 154.099822 98.790837 30.44835 151.483854 96.443975 29.374501 
 2600.000 16 64 65.000000 65.000000 0.000000 0.000000 80.91832075 38.19123925 24.357349125 7.204488625 37.841495125 24.108609375 6.92840375 305.529914 194.858793 57.635909 302.731961 192.868875 55.42723 
 2600.000 16 128 80.000000 80.000000 0.000000 0.000000 33.1930855 75.284946 60.56873271875 10.7235149375 74.732593625 60.11775390625 10.33172740625 2409.118272 1938.199447 343.152478 2391.442996 1923.768125 330.615277 
